Message,Word_Count,Text_Length,Count_A,Count_Exclamation,Avg_Word_Length,Punctuation_Count,Uppercase_Word_Count,Keyword_Presence,and,are,call,can,for,have,in,is,it,me,my,now,of,on,so,that,the,to,you,your,Label
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,26,155,9,1,5,4,1,1,0,0,0.468330495,0,0,0,0,0,0,0,0,0.48750256,0,0.485464049,0,0,0,0.310299628,0,0.459398084,spam
Yup having my lunch buffet now.. U eat already?,9,47,4,0,4.333333333,3,1,0,0,0,0,0,0,0,0,0,0,0,0.680934788,0.732344055,0,0,0,0,0,0,0,0,ham
Huh so late... Fr dinner?,5,25,1,0,4.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,16,79,3,0,4,2,0,0,0,0.44067417,0,0,0.398499093,0,0,0,0,0,0,0,0,0,0.444083148,0,0.670667508,0,0,0,ham
Morning only i can ok.,5,22,1,0,3.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,28,115,6,0,3.142857143,2,2,0,0,0,0,0,0.308485175,0,0.566557559,0.290458311,0,0,0.310203235,0,0,0.332227926,0.343772595,0.327592045,0.259587772,0,0,0,ham
Pick you up bout 7.30ish? What time are  and that going?,11,56,4,0,4.090909091,3,0,0,0.480173575,0.574577081,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55176874,0,0,0.367213525,0,ham
From here after The performance award is calculated every two month.not for current one month period..,16,102,6,0,5.4375,3,0,0,0,0,0,0,0.620812723,0,0,0.58453446,0,0,0,0,0,0,0,0,0.52240887,0,0,0,ham
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,26,118,9,0,3.576923077,4,0,0,0.432705988,0,0.486463088,0,0,0,0,0.440861528,0,0,0,0,0,0,0.521782664,0,0,0,0.330912611,0,ham
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",43,221,9,0,4.162790698,6,0,0,0,0.357279641,0,0,0,0,0,0,0,0,0,0,0.50378373,0.173976206,0,0,0.135937084,0,0.570845587,0.493904764,ham
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",30,204,15,0,5.833333333,11,0,0,0.381644633,0.456677066,0,0,0,0,0,0,0,0,0,0,0.429293003,0,0,0,0.347511258,0,0.583726712,0,ham
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,16,114,9,0,6.1875,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774009989,0.633173386,0,0,ham
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",32,156,4,1,3.90625,3,4,1,0,0.359013999,0,0,0.649308551,0,0,0,0,0,0,0,0,0,0,0,0,0.670453096,0,0,spam
Dear how is chechi. Did you talk to her,9,39,2,0,3.444444444,1,0,0,0,0,0,0,0,0,0,0.690408625,0,0,0,0,0,0,0,0,0,0.504757427,0.518223765,0,ham
The hair cream has not been shipped.,7,36,3,0,4.285714286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ham
None of that's happening til you get here though,9,48,2,0,4.444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631721989,0,0,0.645342369,0,0,0.429488714,0,ham
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",13,77,6,0,4.846153846,6,0,0,0,0,0,0,0,0,0.566029071,0,0,0,0,0,0.640757734,0,0,0,0.518691254,0,0,0,ham
"Haha get used to driving to usf man, I know a lot of stoners",14,60,4,0,3.357142857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602578989,0,0,0,0,0.798059247,0,0,ham
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,32,168,15,1,4.28125,6,0,0,0,0,0,0.744163232,0,0,0,0,0,0,0.667997817,0,0,0,0,0,0,0,0,0,ham
Hello! Good week? Fancy a drink or something later?,9,51,3,1,4.777777778,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Headin towards busetop,3,22,2,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,21,152,6,0,6.285714286,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ham
Come by our room at some point so we can iron out the plan for this weekend,17,75,3,0,3.470588235,0,0,0,0,0,0,0.546296729,0.487667047,0,0,0,0,0,0,0,0,0,0.543450965,0,0.410367864,0,0,0,ham
Cos i want it to be your thing,8,30,1,0,2.875,0,0,0,0,0,0,0,0,0,0,0,0.632794681,0,0,0,0,0,0,0,0,0.433408386,0,0.641660395,ham
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah...",20,94,6,0,3.75,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Bring home some Wendy =D,5,24,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
100 dating service cal;l 09064012103 box334sk38ch,6,49,2,0,7.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
Whatsup there. Dont u want to sleep,7,35,2,0,4.142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
Alright i have a new goal now,7,29,3,0,3.285714286,0,0,0,0,0,0,0,0,0.696766191,0,0,0,0,0,0.717298317,0,0,0,0,0,0,0,0,ham
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,18,106,0,0,4.944444444,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0.705246848,0,0,0,0,0.548743543,0.448895766,0,0,spam
"Alright, I'll head out in a few minutes, text me where to meet you",14,66,2,0,3.785714286,3,0,0,0,0,0,0,0,0,0.553284965,0,0,0.583545625,0,0,0,0,0,0,0,0.414758355,0.425823623,0,ham
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,32,159,6,1,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,spam
Yes:)from last week itself i'm taking live call.,8,48,3,0,5.125,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,27,162,9,1,5.037037037,2,0,0,0.382343581,0,0.429843921,0,0,0,0,0.389549901,0.415819754,0,0,0,0,0,0,0,0,0.284799753,0.292397877,0.42164556,spam
Siva is in hostel aha:-.,5,24,3,0,4,3,0,0,0,0,0,0,0,0,0.698203647,0.715899202,0,0,0,0,0,0,0,0,0,0,0,0,ham
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,22,136,8,1,5.227272727,4,2,0,0,0,0.713881899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.700266116,spam
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,33,248,9,0,6.484848485,30,0,0,0.403551165,0,0,0,0,0,0,0.411157201,0,0.422925708,0.439107057,0,0.453934568,0,0,0,0,0.30059684,0,0,ham
Ok. She'll be ok. I guess,6,25,0,0,3.333333333,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
aathi..where are you dear..,4,27,4,0,6,4,0,0,0,0.842614671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538516961,0,ham
Any pain on urination any thing else?,7,37,3,0,4.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ham
7 at esplanade.. Do ü mind giving me a lift cos i got no car today..,16,68,6,0,3.3125,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,27,150,9,0,4.555555556,17,2,0,0,0,0,0,0,0,0,0.426497924,0,0,0.455490619,0,0.470871361,0,0,0,0,0.62362487,0,0,ham
At home watching tv lor.,5,24,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Does she usually take fifteen fucking minutes to respond to a yes or no question,15,80,3,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,26,157,8,1,5.076923077,2,2,0,0,0,0.8316369,0,0,0,0,0.376839192,0,0,0,0,0,0,0,0,0,0,0,0.407887595,spam
Booked ticket for pongal?,4,25,1,0,5.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,11,73,5,0,5.636363636,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837106135,0,0,0,0,0,0,0.547040509,0,ham
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,15,89,4,0,4.733333333,17,0,0,0,0,0,0,0.620812723,0,0,0.58453446,0,0,0,0,0,0,0,0,0.52240887,0,0,0,ham
"Ask g or iouri, I've told the story like ten times already",12,58,2,0,3.916666667,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ham
How long does applebees fucking take,6,36,2,0,5.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",15,76,3,0,4.133333333,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ham
But i have to. I like to have love and arrange.,11,47,5,0,3.363636364,2,1,0,0.345273918,0,0,0,0,0.78498702,0,0,0,0,0,0,0,0,0,0,0,0.514374669,0,0,ham
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,16,104,6,0,5.5625,8,0,0,0,0,0,0,0,0,0.618596536,0.634274496,0,0,0,0,0,0,0,0,0,0.463717791,0,0,ham
You were supposed to wake ME up &gt;:(,8,38,1,0,3.875,4,1,0,0,0,0,0,0,0,0,0,0,0.700541654,0,0,0,0,0,0,0,0.497913944,0.511197706,0,ham
Oic... I saw him too but i tot he din c me... I found a group liao...,17,69,3,0,3.117647059,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ham
"Sorry, I'll call later",4,22,2,0,4.75,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX""",17,121,0,1,6.176470588,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",19,94,5,0,4,6,1,0,0,0,0,0.47878381,0.427399752,0,0,0,0,0,0.429780089,0.46222766,0,0,0,0,0,0,0,0.43558028,ham
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",12,69,3,0,4.833333333,6,0,0,0,0,0,0,0,0,0,0.663425997,0,0,0,0,0,0,0,0.748241903,0,0,0,0,ham
I wont get concentration dear you know you are my mind and everything :-),14,73,4,0,4.285714286,3,1,0,0.409780433,0.490344445,0,0,0,0,0,0,0,0,0.44588517,0,0,0,0,0,0,0,0.62676051,0,ham
LOL ... Have you made plans for new years?,9,42,4,0,3.777777778,4,1,0,0,0,0,0,0.619804373,0.651123781,0,0,0,0,0,0,0,0,0,0,0,0,0.438041505,0,ham
10 min later k...,4,17,1,0,3.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
hanks lotsly!,2,13,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Thanks for this hope you had a good day today,10,45,5,0,3.6,0,0,0,0,0,0,0,0.816637157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577151413,0,ham
K:)k:)what are detail you want to transfer?acc no enough?,9,57,6,0,5.444444444,6,0,0,0,0.74619561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464502924,0.476895319,0,ham
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,21,105,3,0,4.047619048,2,0,0,0,0.84895277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528468726,0,0,ham
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",28,162,7,0,4.821428571,9,0,1,0,0,0.467569966,0.504143992,0.450038228,0.472779163,0,0,0,0,0,0,0,0,0,0,0,0,0.318060716,0,spam
Si si. I think ill go make those oreo truffles.,10,47,1,0,3.8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",25,115,0,0,3.64,3,25,0,0.453010276,0,0,0,0,0,0,0,0,0.474759357,0,0,0,0,0.546266785,0.520555321,0,0,0,0,ham
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,28,158,10,0,4.678571429,3,1,0,0.734042495,0,0,0,0,0,0,0,0,0,0,0,0.275229258,0,0,0.281163398,0.445594337,0,0.187120065,0.269832139,ham
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",17,79,8,0,3.705882353,6,0,0,0,0,0.69932992,0,0,0,0,0,0,0,0,0,0,0,0,0.714799037,0,0,0,0,ham
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,22,142,7,0,5.5,3,0,0,0.432154119,0,0,0,0,0,0,0.440299257,0,0,0,0,0,0,0,0,0.787006595,0,0,0,ham
Where did u go? My phone is gonna die you have to stay in here,15,62,3,0,3.2,1,0,0,0,0,0,0,0,0.478606663,0.418359431,0.428962501,0,0,0.458122735,0,0,0,0,0,0,0.313614286,0.321981149,0,ham
Great. Never been better. Each day gives even more reasons to thank God,13,71,5,0,4.538461538,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",29,175,10,0,5.068965517,8,3,1,0,0,0.293020582,0,0.282033648,0,0,0,0,0,0,0.610031955,0,0.303740542,0,0,0,0,0.199324899,0.574863672,spam
"Sorry, I'll call later ok bye",6,29,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ok i am on the way to railway,8,29,4,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703759959,0,0,0.549885983,0.449830331,0,0,ham
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),26,148,6,1,4.653846154,11,2,0,0.512525833,0,0,0,0,0,0,0.522185798,0,0,0.557683213,0,0,0,0,0,0,0,0.391954967,0,ham
They don't put that stuff on the roads to keep it from getting slippery over there?,16,83,2,0,4.25,2,0,0,0,0,0,0,0,0,0,0,0.474862625,0,0,0,0,0.508836548,0,0.501736286,0.397581707,0.325238897,0,0,ham
When are you going to ride your bike?,8,37,1,0,3.75,1,0,0,0,0.614840258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382734894,0.392945813,0.566638374,ham
"Yup, no need. I'll jus wait 4 e rain 2 stop.",11,44,2,0,3.090909091,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
There are many company. Tell me the language.,8,45,5,0,4.75,2,0,0,0,0.652867662,0,0,0,0,0,0,0,0.571795317,0,0,0,0,0,0,0.496803714,0,0,0,ham
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,27,161,9,1,5,5,3,0,0,0,0.404584165,0,0,0,0,0.366658021,0,0,0,0,0,0,0,0,0,0.268063509,0,0.79373516,spam
"How long has it been since you screamed, princess?",9,50,2,0,4.666666667,2,0,0,0,0,0,0,0,0,0,0,0.818006377,0,0,0,0,0,0,0,0,0,0.575209152,0,ham
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",50,298,18,0,4.92,18,1,0,0.375086913,0.22441504,0,0,0,0,0,0,0,0,0.204067445,0,0,0,0.226151075,0.215506688,0.683080089,0.279394412,0.286848329,0.206821482,ham
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,27,159,7,0,4.925925926,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774009989,0.633173386,0,0,spam
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),26,125,5,0,3.846153846,10,2,0,0,0,0,0,0,0,0,0,0,0.68167489,0,0,0.731655208,0,0,0,0,0,0,0,ham
Ok I'm gonna head up to usf in like fifteen minutes,11,51,2,0,3.727272727,1,0,0,0,0,0,0,0,0,0.800142536,0,0,0,0,0,0,0,0,0,0,0.599809905,0,0,ham
Love you aathi..love u lot..,5,28,2,0,4.8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
Tension ah?what machi?any problem?,4,34,4,0,7.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"K, can I pick up another 8th when you're done?",10,46,2,0,3.7,3,2,0,0,0,0,0.845750877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533577973,0,ham
When're you guys getting back? G said you were thinking about not staying for mcr,15,81,4,0,4.466666667,2,1,0,0,0,0,0,0.577549125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816355932,0,ham
"Almost there, see u in a sec",7,28,1,0,3.142857143,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",17,90,9,0,4.352941176,3,0,0,0,0.542256801,0,0,0,0,0,0,0,0.474919984,0,0,0,0,0,0,0,0,0.693115121,0,ham
Watching tv lor...,3,18,1,0,5.333333333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Thank you baby! I cant wait to taste the real thing...,11,54,6,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648944249,0.530864243,0.54502708,0,ham
You should change your fb to jaykwon thuglyfe falconerf,9,55,3,0,5.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485302838,0.49825015,0.718490044,ham
If we win its really no 1 side for long time.,11,45,1,0,3.181818182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",23,146,3,0,5.391304348,4,4,1,0,0,0,0,0.55722478,0,0,0,0,0,0,0,0,0,0,0,0.468900132,0.383580429,0,0.567890188,spam
Dear reached railway. What happen to you,7,40,6,0,4.857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697738105,0.716352942,0,ham
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",22,107,7,0,3.909090909,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547742753,0,0,0.427981244,0,0.718894937,0,ham
I think i've fixed it can you send a test message?,11,50,3,0,3.636363636,2,1,0,0,0,0,0.673743331,0,0,0,0,0.604478443,0,0,0,0,0,0,0,0,0,0.425059685,0,ham
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",26,120,7,0,3.653846154,2,2,0,0,0,0,0,0,0,0,0,0,0,0.943441762,0,0,0,0,0,0,0,0.331538297,0,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",27,160,11,4,4.962962963,12,3,1,0,0,0.510891416,0,0.491735322,0,0,0.462999919,0,0,0,0.5318058,0,0,0,0,0,0,0,0,spam
"Sorry,in meeting I'll call later",5,32,2,0,5.6,2,0,0,0,0,0.749278086,0,0,0,0.662255502,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
What class of  &lt;#&gt;  reunion?,5,34,2,0,5.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ham
Are you free now?can i call now?,7,32,2,0,3.714285714,2,0,1,0,0.37415799,0.351529655,0.379026834,0,0,0,0,0,0,0,0.731840478,0,0,0,0,0,0,0.239125226,0,ham
Got meh... When?,3,16,0,0,4.666666667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Nope... Think i will go for it on monday... Sorry i replied so late,14,67,2,0,3.857142857,6,0,0,0,0,0,0,0.476089977,0,0,0,0.478498485,0,0,0,0,0.512732535,0.530549602,0,0,0,0,0,ham
Some of them told accenture is not confirm. Is it true.,11,55,1,0,4.090909091,2,0,0,0,0,0,0,0,0,0,0.793155856,0.423321726,0,0,0,0.437838447,0,0,0,0,0,0,0,ham
"Kate jackson rec center before 7ish, right?",7,43,2,0,5.285714286,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Dear i have reache room,5,23,3,0,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",35,149,1,0,3.285714286,4,0,0,0,0,0,0,0,0,0,0.933260826,0,0,0,0,0,0,0,0,0.278023947,0.227435519,0,0,ham
When can ü come out?,5,20,1,0,3.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Check with nuerologist.,3,23,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Lolnice. I went from a fish to ..water.?,8,40,2,0,4.125,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,27,169,6,0,5.296296296,7,1,0,0,0,0.506460156,0,0,0.512102629,0.447638909,0,0,0,0,0,0,0,0,0,0.41020223,0.335563027,0,0,spam
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,26,117,8,0,3.538461538,5,0,0,0,0,0,0.551930463,0,0,0.452437839,0,0.495188674,0,0.495440151,0,0,0,0,0,0,0,0,0,ham
"Maybe westshore or hyde park village, the place near my house?",11,62,5,0,4.727272727,2,0,0,0,0,0,0,0,0,0,0,0,0,0.766900347,0,0,0,0,0,0.641766202,0,0,0,ham
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,32,166,6,0,4.21875,12,1,0,0.522108872,0.312378489,0,0,0,0,0.25940038,0,0,0,0,0.305500923,0,0,0.314794994,0.299978351,0,0.194454,0.399283612,0.287888824,ham
What's the significance?,3,24,2,0,7.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,26,136,7,0,4.269230769,12,0,0,0,0,0,0,0,0,0,0,0,0.688872945,0,0,0,0,0,0,0,0,0,0.724882105,ham
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",23,99,8,0,3.347826087,2,0,0,0.37999057,0,0,0.460614701,0,0,0,0,0,0,0,0,0,0,0,0,0.69201026,0.283047044,0.290598408,0,ham
Prabha..i'm soryda..realy..frm heart i'm sory,5,45,5,0,8.2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Lol ok your forgiven :),5,23,0,0,3.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ham
No..jst change tat only..,4,25,2,0,5.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",25,147,8,2,4.92,7,3,0,0,0.648884872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493772985,0.40392749,0.414703804,0,spam
